seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
1950,1,179,130,132,140,2,"[0, 12, 0, 11]","[0, 15, 11, 0]","[10, 14, 0, 13]","[13, 13, 10, 0]","[11, 0, 11, 12]","[0, 12, 0, 0]","[12, 11, 0, 10]","[0, 0, 11, 10]","[0, 12, 10, 10]","[11, 10, 10, 0]","[10, 11, 0, 10]","[11, 10, 0, 11]","[0, 10, 10, 13]","[0, 10, 0, 11]","[13, 0, 11, 10]","[11, 11, 13, 0]","[12, 0, 10, 0]","[13, 12, 13, 11]","[13, 16, 10, 0]"
1951,3,121,102,167,98,3,"[11, 12, 0, 14]","[13, 0, 0, 14]","[0, 12, 0, 0]","[0, 0, 0, 10]","[0, 0, 0, 11]","[0, 11, 0, 12]","[11, 0, 10, 12]","[11, 0, 10, 12]","[0, 10, 10, 11]","[10, 10, 11, 0]","[0, 10, 11, 10]","[10, 10, 0, 10]","[10, 12, 11, 0]","[0, 11, 11, 11]","[0, 0, 0, 0]","[0, 12, 0, 11]","[11, 11, 15, 0]","[0, 0, 13, 15]","[11, 0, 0, 14]"
1952,1,173,159,88,137,0,"[13, 0, 14, 0]","[0, 14, 14, 10]","[11, 15, 0, 0]","[0, 15, 10, 10]","[11, 11, 0, 0]","[0, 0, 11, 0]","[11, 12, 11, 10]","[12, 10, 10, 0]","[0, 10, 10, 10]","[10, 10, 10, 0]","[0, 12, 10, 10]","[0, 10, 0, 0]","[11, 10, 11, 0]","[12, 10, 11, 0]","[10, 0, 0, 0]","[12, 10, 0, 12]","[14, 11, 11, 0]","[0, 13, 12, 14]","[10, 0, 14, 12]"
1953,0,121,136,66,157,1,"[13, 0, 0, 12]","[16, 11, 11, 0]","[10, 0, 13, 0]","[0, 11, 0, 0]","[10, 12, 11, 0]","[10, 12, 13, 0]","[0, 0, 0, 10]","[10, 0, 13, 0]","[0, 10, 10, 10]","[10, 0, 10, 10]","[10, 10, 10, 0]","[10, 0, 0, 0]","[11, 10, 10, 0]","[10, 12, 0, 13]","[0, 11, 0, 11]","[13, 0, 10, 0]","[0, 12, 13, 0]","[13, 0, 12, 0]","[11, 10, 0, 0]"
1954,2,143,159,96,139,2,"[12, 0, 15, 11]","[12, 12, 0, 0]","[12, 0, 0, 10]","[0, 11, 0, 11]","[12, 0, 11, 11]","[0, 0, 11, 0]","[0, 10, 10, 0]","[0, 11, 11, 10]","[10, 10, 0, 10]","[10, 10, 10, 0]","[10, 10, 11, 0]","[12, 11, 10, 0]","[0, 13, 10, 11]","[14, 10, 11, 0]","[11, 12, 11, 0]","[0, 12, 14, 11]","[12, 11, 0, 11]","[0, 0, 11, 0]","[12, 0, 13, 0]"
1955,0,101,130,100,144,3,"[12, 0, 0, 11]","[11, 11, 0, 13]","[12, 0, 11, 12]","[11, 0, 10, 0]","[10, 0, 0, 0]","[11, 12, 10, 0]","[10, 0, 0, 12]","[0, 0, 10, 0]","[0, 0, 0, 10]","[10, 11, 10, 0]","[10, 10, 11, 11]","[12, 0, 11, 10]","[0, 10, 10, 0]","[0, 12, 10, 0]","[13, 0, 0, 10]","[0, 11, 11, 0]","[11, 12, 0, 0]","[11, 12, 14, 0]","[0, 0, 12, 11]"
1956,1,162,129,144,132,0,"[13, 0, 0, 0]","[11, 14, 12, 0]","[0, 11, 13, 11]","[0, 11, 11, 13]","[0, 10, 13, 0]","[0, 11, 0, 13]","[11, 0, 0, 10]","[11, 11, 0, 10]","[0, 10, 0, 11]","[10, 0, 10, 10]","[12, 0, 10, 10]","[10, 10, 12, 11]","[0, 11, 12, 10]","[10, 13, 0, 0]","[11, 14, 0, 11]","[0, 12, 10, 11]","[12, 11, 13, 0]","[11, 0, 13, 13]","[10, 13, 0, 0]"
1957,3,129,127,135,120,1,"[0, 0, 0, 0]","[0, 12, 0, 0]","[0, 10, 14, 12]","[10, 11, 0, 12]","[12, 0, 10, 12]","[10, 10, 13, 0]","[11, 0, 10, 11]","[0, 10, 10, 0]","[10, 10, 10, 0]","[10, 10, 0, 10]","[11, 10, 0, 10]","[11, 11, 0, 11]","[0, 12, 11, 10]","[0, 11, 0, 13]","[0, 0, 10, 0]","[0, 0, 11, 0]","[14, 12, 0, 10]","[10, 0, 14, 12]","[11, 0, 14, 12]"
1958,1,139,122,105,112,2,"[0, 10, 13, 13]","[0, 13, 13, 12]","[13, 11, 11, 0]","[0, 13, 0, 0]","[10, 15, 0, 0]","[10, 11, 0, 12]","[10, 0, 11, 11]","[0, 10, 10, 12]","[11, 11, 10, 0]","[10, 10, 0, 10]","[0, 10, 0, 0]","[0, 0, 0, 0]","[11, 11, 10, 0]","[10, 0, 12, 12]","[12, 0, 11, 12]","[0, 0, 10, 11]","[15, 0, 0, 0]","[0, 14, 0, 0]","[0, 0, 11, 0]"
1959,1,145,128,129,141,3,"[0, 12, 0, 15]","[12, 14, 11, 0]","[10, 13, 0, 0]","[11, 0, 11, 11]","[11, 0, 0, 12]","[12, 12, 0, 10]","[0, 10, 11, 13]","[0, 0, 10, 10]","[10, 10, 0, 11]","[10, 10, 10, 0]","[11, 10, 11, 0]","[10, 10, 11, 0]","[11, 11, 0, 10]","[0, 10, 12, 12]","[0, 11, 0, 0]","[11, 0, 15, 10]","[11, 0, 0, 0]","[11, 12, 11, 15]","[0, 0, 15, 0]"
1960,1,168,111,113,111,0,"[0, 14, 13, 11]","[0, 11, 14, 0]","[10, 11, 0, 13]","[10, 0, 0, 0]","[11, 11, 0, 0]","[0, 10, 10, 0]","[11, 0, 11, 0]","[11, 10, 0, 11]","[10, 10, 0, 12]","[0, 11, 10, 10]","[0, 11, 10, 11]","[10, 0, 10, 10]","[0, 10, 0, 0]","[14, 10, 11, 0]","[0, 13, 11, 11]","[0, 11, 0, 12]","[13, 0, 11, 0]","[11, 11, 0, 0]","[0, 14, 0, 12]"
1961,3,133,108,178,168,1,"[15, 14, 0, 0]","[11, 0, 14, 11]","[11, 11, 13, 13]","[10, 0, 11, 0]","[0, 0, 0, 11]","[10, 13, 0, 12]","[0, 0, 0, 10]","[11, 10, 0, 12]","[11, 0, 10, 11]","[10, 10, 0, 10]","[11, 10, 11, 0]","[10, 10, 0, 13]","[11, 10, 12, 0]","[12, 10, 0, 11]","[0, 0, 13, 11]","[11, 0, 13, 13]","[0, 13, 11, 13]","[10, 10, 0, 15]","[14, 12, 0, 12]"
1962,0,110,103,102,216,2,"[11, 0, 11, 16]","[12, 0, 0, 0]","[11, 0, 11, 0]","[13, 0, 0, 0]","[13, 0, 11, 10]","[12, 10, 13, 0]","[11, 10, 0, 12]","[12, 0, 0, 10]","[11, 10, 10, 11]","[10, 10, 0, 10]","[11, 10, 10, 0]","[10, 11, 0, 0]","[10, 14, 0, 10]","[10, 12, 13, 0]","[10, 0, 14, 11]","[12, 0, 0, 0]","[12, 10, 0, 12]","[13, 13, 10, 0]","[12, 0, 0, 0]"
1963,0,119,116,116,187,3,"[11, 12, 16, 0]","[11, 11, 0, 0]","[10, 0, 12, 0]","[11, 0, 12, 12]","[10, 0, 11, 14]","[12, 0, 11, 10]","[11, 10, 0, 11]","[10, 0, 0, 10]","[11, 11, 0, 10]","[10, 11, 10, 0]","[11, 11, 0, 10]","[10, 10, 11, 0]","[12, 10, 10, 0]","[12, 11, 0, 10]","[0, 10, 0, 0]","[0, 0, 12, 0]","[10, 0, 11, 15]","[12, 0, 0, 0]","[13, 12, 0, 14]"
1964,1,144,131,130,78,0,"[13, 0, 0, 0]","[0, 0, 0, 0]","[0, 11, 13, 13]","[13, 0, 13, 10]","[0, 10, 10, 0]","[0, 0, 11, 11]","[0, 10, 12, 10]","[10, 0, 0, 10]","[0, 10, 0, 10]","[0, 10, 11, 10]","[10, 11, 0, 10]","[10, 11, 12, 0]","[0, 10, 0, 0]","[0, 11, 11, 12]","[10, 13, 13, 0]","[0, 11, 0, 10]","[0, 14, 11, 11]","[12, 12, 0, 13]","[0, 0, 14, 0]"
1965,1,179,134,97,146,1,"[0, 13, 11, 0]","[0, 14, 10, 0]","[12, 11, 14, 11]","[0, 11, 13, 0]","[13, 0, 11, 11]","[11, 11, 11, 0]","[0, 10, 10, 11]","[0, 10, 11, 11]","[10, 10, 0, 10]","[10, 10, 0, 10]","[11, 10, 0, 11]","[10, 10, 11, 0]","[11, 11, 10, 0]","[11, 11, 0, 10]","[11, 13, 0, 12]","[11, 0, 0, 0]","[0, 0, 0, 0]","[11, 12, 12, 0]","[14, 12, 10, 0]"
1966,0,99,122,100,171,2,"[15, 11, 0, 11]","[14, 0, 12, 11]","[12, 13, 10, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]","[10, 0, 12, 11]","[10, 0, 11, 11]","[0, 11, 10, 11]","[10, 10, 10, 0]","[11, 10, 0, 10]","[10, 10, 0, 12]","[10, 0, 10, 0]","[10, 0, 10, 0]","[12, 0, 12, 11]","[11, 0, 0, 0]","[0, 12, 12, 0]","[13, 11, 0, 0]","[12, 0, 13, 12]","[0, 11, 0, 0]"
1967,2,99,135,99,132,3,"[11, 0, 10, 13]","[0, 0, 0, 11]","[11, 11, 12, 0]","[15, 11, 10, 0]","[11, 0, 0, 0]","[0, 11, 0, 11]","[10, 11, 0, 10]","[0, 0, 10, 0]","[11, 0, 0, 11]","[0, 10, 10, 10]","[0, 10, 11, 11]","[10, 0, 10, 11]","[10, 0, 11, 0]","[11, 12, 10, 0]","[0, 0, 11, 0]","[10, 0, 0, 0]","[12, 11, 0, 0]","[10, 0, 14, 0]","[0, 12, 16, 11]"
1968,2,100,137,122,133,0,"[12, 0, 12, 0]","[0, 0, 12, 0]","[0, 0, 12, 11]","[0, 0, 0, 0]","[11, 0, 0, 0]","[12, 11, 0, 12]","[0, 10, 0, 12]","[11, 0, 10, 10]","[11, 0, 10, 10]","[10, 0, 10, 10]","[10, 12, 0, 10]","[0, 11, 10, 10]","[11, 0, 11, 11]","[11, 11, 0, 13]","[11, 13, 11, 0]","[11, 0, 0, 0]","[12, 10, 14, 0]","[0, 12, 12, 0]","[0, 10, 13, 13]"
1969,1,144,130,137,134,1,"[14, 12, 0, 11]","[0, 0, 12, 0]","[10, 0, 0, 0]","[0, 11, 0, 0]","[0, 11, 11, 0]","[11, 11, 0, 11]","[10, 12, 12, 0]","[10, 11, 0, 11]","[10, 11, 10, 11]","[0, 10, 10, 10]","[0, 10, 10, 10]","[11, 10, 11, 0]","[0, 10, 11, 12]","[0, 13, 10, 12]","[10, 0, 10, 14]","[10, 12, 0, 12]","[15, 0, 0, 10]","[12, 0, 12, 0]","[11, 0, 11, 13]"
1970,0,122,134,103,135,2,"[11, 0, 0, 14]","[11, 11, 12, 0]","[12, 12, 12, 0]","[11, 0, 0, 0]","[0, 0, 12, 0]","[0, 0, 10, 0]","[10, 0, 0, 11]","[0, 11, 10, 10]","[10, 11, 11, 10]","[10, 10, 0, 11]","[10, 11, 11, 0]","[0, 10, 10, 0]","[10, 0, 11, 12]","[0, 11, 0, 12]","[0, 10, 0, 12]","[0, 14, 0, 11]","[13, 11, 11, 0]","[13, 0, 14, 0]","[14, 0, 10, 0]"
1971,2,121,156,86,115,3,"[12, 0, 0, 0]","[0, 0, 0, 0]","[0, 13, 11, 12]","[12, 11, 0, 11]","[0, 10, 14, 10]","[0, 11, 10, 11]","[0, 11, 10, 0]","[10, 13, 10, 0]","[10, 10, 11, 11]","[0, 10, 10, 10]","[0, 11, 10, 11]","[0, 0, 11, 0]","[11, 0, 0, 0]","[11, 0, 13, 10]","[0, 0, 13, 0]","[12, 0, 10, 0]","[10, 11, 0, 0]","[16, 10, 12, 0]","[11, 0, 11, 0]"
1972,0,121,77,116,138,0,"[0, 0, 11, 0]","[12, 13, 0, 0]","[11, 0, 0, 11]","[0, 0, 0, 10]","[11, 0, 0, 0]","[0, 10, 0, 11]","[12, 0, 0, 0]","[10, 0, 0, 10]","[0, 10, 10, 10]","[0, 11, 10, 10]","[11, 11, 0, 10]","[0, 0, 0, 10]","[10, 11, 11, 0]","[0, 10, 12, 11]","[12, 0, 11, 12]","[13, 12, 12, 0]","[12, 11, 0, 0]","[11, 11, 0, 0]","[13, 11, 0, 11]"
1973,2,124,180,83,145,1,"[14, 13, 13, 0]","[14, 12, 0, 0]","[0, 10, 0, 15]","[0, 0, 11, 0]","[11, 0, 11, 12]","[0, 0, 11, 0]","[11, 10, 11, 0]","[10, 11, 11, 0]","[10, 10, 11, 0]","[11, 0, 10, 10]","[10, 10, 10, 0]","[10, 12, 11, 10]","[0, 0, 10, 0]","[10, 12, 13, 0]","[10, 0, 11, 0]","[11, 0, 0, 0]","[0, 11, 10, 14]","[0, 13, 12, 11]","[13, 0, 14, 11]"
1974,1,149,86,117,139,2,"[14, 12, 0, 11]","[0, 0, 0, 11]","[12, 10, 0, 12]","[11, 12, 10, 0]","[13, 12, 11, 0]","[0, 0, 11, 0]","[10, 0, 12, 11]","[12, 10, 0, 10]","[11, 10, 11, 10]","[10, 11, 0, 10]","[0, 10, 10, 10]","[12, 0, 0, 0]","[0, 0, 0, 0]","[0, 13, 11, 10]","[10, 0, 10, 0]","[13, 12, 0, 11]","[0, 10, 0, 0]","[11, 15, 0, 11]","[0, 12, 0, 0]"
1975,0,154,104,82,172,3,"[13, 12, 14, 0]","[14, 11, 0, 0]","[11, 11, 13, 0]","[10, 14, 0, 0]","[12, 0, 11, 11]","[0, 10, 0, 15]","[12, 10, 0, 11]","[10, 0, 11, 11]","[10, 10, 10, 0]","[10, 0, 10, 11]","[10, 11, 11, 0]","[10, 10, 0, 0]","[12, 10, 0, 0]","[11, 11, 0, 13]","[0, 0, 0, 10]","[14, 11, 12, 0]","[13, 0, 0, 0]","[0, 11, 0, 0]","[0, 12, 12, 0]"
1976,0,91,118,112,120,0,"[0, 12, 14, 0]","[0, 12, 15, 0]","[0, 12, 11, 13]","[11, 0, 0, 0]","[10, 0, 0, 0]","[10, 0, 0, 11]","[10, 0, 11, 12]","[10, 12, 0, 11]","[0, 0, 11, 0]","[10, 0, 10, 11]","[10, 0, 0, 10]","[11, 10, 12, 0]","[0, 0, 12, 0]","[0, 11, 0, 10]","[14, 11, 0, 10]","[12, 0, 10, 0]","[12, 0, 12, 0]","[0, 11, 0, 13]","[0, 0, 0, 11]"
1977,2,57,157,95,115,1,"[0, 14, 0, 11]","[13, 0, 12, 13]","[12, 0, 15, 0]","[11, 0, 0, 0]","[11, 0, 11, 10]","[0, 0, 12, 0]","[0, 0, 0, 10]","[0, 10, 0, 0]","[0, 0, 0, 11]","[10, 0, 10, 10]","[0, 0, 10, 10]","[10, 11, 10, 0]","[11, 0, 10, 10]","[11, 0, 11, 10]","[0, 11, 10, 0]","[12, 0, 11, 0]","[0, 0, 13, 0]","[14, 11, 12, 0]","[0, 0, 10, 0]"
1978,0,142,130,112,160,2,"[11, 14, 0, 13]","[12, 14, 0, 11]","[0, 12, 12, 13]","[13, 0, 11, 12]","[10, 11, 14, 0]","[0, 11, 10, 11]","[0, 11, 10, 0]","[10, 0, 11, 0]","[10, 11, 0, 11]","[11, 10, 0, 10]","[11, 10, 10, 0]","[13, 0, 10, 10]","[10, 0, 10, 0]","[0, 0, 0, 11]","[13, 0, 11, 10]","[11, 12, 11, 0]","[12, 0, 10, 0]","[0, 12, 0, 0]","[13, 14, 0, 0]"
1979,2,125,143,101,131,3,"[12, 0, 0, 12]","[11, 0, 16, 11]","[0, 13, 12, 10]","[0, 0, 10, 12]","[11, 12, 12, 0]","[12, 12, 0, 10]","[0, 0, 10, 11]","[11, 10, 11, 0]","[10, 0, 10, 10]","[10, 11, 10, 0]","[0, 11, 10, 10]","[10, 11, 10, 0]","[10, 0, 0, 0]","[12, 10, 11, 0]","[0, 11, 0, 0]","[11, 13, 10, 0]","[11, 11, 0, 0]","[0, 0, 0, 15]","[0, 0, 11, 0]"
1980,2,145,190,96,144,0,"[14, 13, 10, 0]","[10, 11, 0, 13]","[12, 14, 12, 0]","[11, 12, 10, 0]","[12, 0, 10, 0]","[12, 12, 10, 0]","[0, 12, 10, 10]","[0, 11, 10, 0]","[10, 11, 11, 10]","[10, 0, 10, 10]","[11, 0, 10, 11]","[10, 11, 11, 0]","[0, 0, 13, 0]","[0, 12, 12, 10]","[11, 12, 11, 0]","[0, 0, 0, 10]","[11, 0, 15, 11]","[10, 0, 12, 0]","[0, 14, 13, 11]"
1981,0,126,89,114,138,1,"[0, 0, 0, 0]","[0, 10, 12, 0]","[12, 13, 0, 12]","[0, 0, 12, 0]","[12, 10, 0, 11]","[10, 10, 0, 12]","[0, 0, 0, 10]","[10, 10, 0, 13]","[10, 0, 10, 10]","[10, 0, 10, 11]","[10, 0, 11, 11]","[10, 10, 11, 0]","[10, 12, 11, 0]","[10, 0, 0, 0]","[10, 0, 0, 10]","[11, 13, 0, 0]","[0, 12, 0, 14]","[0, 12, 0, 0]","[13, 14, 12, 0]"
1982,1,158,69,92,121,2,"[0, 10, 0, 13]","[12, 14, 13, 0]","[12, 0, 0, 0]","[10, 15, 10, 0]","[0, 11, 12, 12]","[0, 0, 0, 12]","[0, 11, 0, 0]","[0, 10, 11, 0]","[10, 0, 0, 10]","[11, 10, 0, 10]","[11, 10, 10, 0]","[10, 10, 0, 0]","[11, 10, 0, 0]","[13, 0, 0, 10]","[11, 11, 0, 0]","[0, 0, 0, 0]","[0, 10, 0, 0]","[10, 13, 0, 13]","[0, 13, 13, 12]"
1983,2,101,131,75,124,3,"[0, 15, 12, 0]","[0, 0, 10, 0]","[0, 0, 11, 0]","[0, 15, 10, 12]","[0, 0, 13, 0]","[11, 0, 12, 11]","[11, 10, 0, 10]","[11, 0, 0, 0]","[10, 10, 10, 0]","[11, 10, 10, 0]","[10, 10, 0, 10]","[11, 10, 0, 10]","[10, 0, 0, 0]","[12, 0, 11, 10]","[14, 10, 11, 0]","[0, 0, 10, 0]","[0, 0, 11, 0]","[13, 0, 0, 12]","[0, 11, 0, 0]"
1984,2,113,154,105,110,0,"[0, 0, 11, 15]","[10, 0, 10, 0]","[0, 0, 12, 13]","[0, 0, 12, 0]","[0, 12, 10, 0]","[0, 11, 11, 12]","[10, 10, 0, 13]","[10, 0, 11, 10]","[0, 10, 10, 12]","[10, 0, 10, 10]","[11, 11, 0, 10]","[0, 0, 0, 0]","[10, 0, 12, 10]","[0, 0, 11, 0]","[0, 10, 0, 0]","[10, 15, 11, 0]","[11, 13, 12, 0]","[15, 11, 11, 0]","[13, 10, 0, 0]"
1985,1,169,116,103,142,1,"[0, 12, 0, 11]","[13, 0, 0, 0]","[0, 13, 10, 13]","[0, 0, 0, 0]","[14, 11, 11, 0]","[0, 10, 11, 0]","[11, 13, 0, 10]","[0, 10, 10, 0]","[10, 10, 10, 0]","[10, 10, 10, 0]","[10, 0, 11, 10]","[10, 10, 0, 13]","[0, 10, 11, 11]","[10, 0, 10, 0]","[10, 10, 0, 0]","[14, 11, 0, 12]","[15, 12, 11, 0]","[0, 15, 11, 11]","[15, 12, 0, 12]"
1986,1,142,117,117,124,2,"[12, 0, 0, 0]","[13, 10, 0, 0]","[10, 0, 0, 10]","[0, 11, 0, 14]","[0, 13, 11, 11]","[0, 12, 13, 10]","[0, 10, 12, 10]","[0, 11, 11, 10]","[11, 0, 11, 10]","[10, 10, 10, 0]","[10, 10, 0, 0]","[11, 0, 0, 10]","[12, 10, 0, 11]","[0, 0, 13, 0]","[12, 11, 11, 0]","[0, 12, 13, 11]","[0, 0, 12, 10]","[10, 11, 0, 0]","[13, 11, 0, 0]"
